flat_type,location1,buildupArea_sqft,age_of_property,furnishing,bedrooms,bathrooms,balcony,parking,Flat_price
4,Mulund West,2013,recent construction,Unfurnished,4,3,1,1,48000
1,Vikhroli East,396,new construction,Semi Furnished,1,2,0,0,8500
2,Ghatkopar East,821,new construction,Unfurnished,2,1,0,1,22200
2,Virar West,995,new construction,Semi Furnished,2,2,3,1,3900
4,Andheri West,2400,modern property,Semi Furnished,4,5,3,1,85000
2,Khar West,778,new construction,Semi Furnished,2,2,0,1,47500
2,Thane West,900,new construction,Semi Furnished,2,2,2,1,10500
2,Mira Road East,889,new construction,Semi Furnished,2,2,3,1,9400
3,Mulund West,1550,modern property,Semi Furnished,3,3,1,1,35200
3,Mahim,1152,recent construction,Fully Furnished,3,3,0,1,56300
3,Wadala East,1998,new construction,Semi Furnished,3,3,2,1,48700
3,Mulund West,1239,new construction,Unfurnished,3,3,1,1,40000
2,Powai,1250,new construction,Semi Furnished,2,2,1,1,35000
2,Lower Parel,900,mid age property,Semi Furnished,2,1,0,0,17000
2,Malad East,1100,recent construction,Fully Furnished,2,2,0,1,23000
2,Sion,830,modern property,Semi Furnished,2,2,0,0,19000
2,Borivali West,850,modern property,Unfurnished,2,2,2,1,15000
2,Sion,1218,new construction,Fully Furnished,2,2,1,1,39000
1,Kanjurmarg East,550,modern property,Semi Furnished,1,2,0,1,10000
1,Sion,450,new construction,Unfurnished,1,1,0,0,10000
2,Kandivali East,1000,new construction,Unfurnished,2,2,0,1,16400
3,Andheri West,1500,recent construction,Unfurnished,3,3,4,1,49500
2,Dahisar West,640,new construction,Unfurnished,2,2,0,1,17000
1,Thane West,670,recent construction,Semi Furnished,1,1,2,1,5300
2,Bhandup West,875,recent construction,Semi Furnished,2,2,0,1,14800
3,Andheri West,1650,modern property,Semi Furnished,3,3,0,1,39000
2,Mira Road East,999,recent construction,Semi Furnished,2,2,0,1,7800
1,Kandivali West,678,recent construction,Unfurnished,1,2,0,1,8500
1,Naigaon East,600,recent construction,Unfurnished,1,1,2,1,3400
1,Mira Road East,590,new construction,Semi Furnished,1,2,3,1,7100
1,Borivali East,600,new construction,Unfurnished,1,2,0,1,10000
1,Kandivali East,605,new construction,Unfurnished,1,2,0,1,12500
1,Bhandup West,600,recent construction,Fully Furnished,1,1,0,1,10000
1,Nalasopara West,710,recent construction,Semi Furnished,1,1,2,1,3500
2,Wadala East,1316,recent construction,Semi Furnished,2,2,1,1,30800
2,Bhandup West,1400,recent construction,Semi Furnished,2,2,0,1,19000
2,Kandivali West,723,new construction,Unfurnished,2,2,0,1,22500
2,Andheri East,800,modern property,Semi Furnished,2,2,0,1,20500
3,Malad West,1200,recent construction,Semi Furnished,3,3,3,1,28000
3,Mulund West,2450,new construction,Semi Furnished,3,3,1,1,52400
3,Chembur,1000,recent construction,Unfurnished,3,3,0,1,24000
2,Virar West,950,new construction,Unfurnished,2,1,2,0,7400
1,Kandivali West,550,recent construction,Unfurnished,1,2,0,1,11000
3,Vile Parle East,1050,new construction,Unfurnished,3,2,0,1,39900
4,Goregaon East,2100,new construction,Semi Furnished,4,4,0,1,115000
3,Malabar Hill,1500,modern property,Fully Furnished,3,3,0,1,91000
3,Kandivali East,1660,modern property,Semi Furnished,3,3,2,1,33000
3,Mulund West,1452,new construction,Unfurnished,3,3,0,1,24200
3,Goregaon East,1184,recent construction,Unfurnished,3,3,0,1,29500
2,Mira Road East,650,recent construction,Fully Furnished,2,2,0,1,9500
4,Santacruz West,2711,recent construction,Semi Furnished,4,3,0,1,155000
4,Tardeo,2400,modern property,Semi Furnished,4,4,1,1,150000
2,Wadala East,950,modern property,Semi Furnished,2,2,0,1,18700
2,Prabhadevi,1250,modern property,Unfurnished,2,2,0,1,35000
2,Chembur,926,new construction,Unfurnished,2,2,0,1,24500
3,Kanjurmarg East,1050,recent construction,Unfurnished,3,2,0,1,23500
3,Malad East,2200,recent construction,Semi Furnished,3,3,4,1,48500
1,Virar West,450,recent construction,Unfurnished,1,1,2,0,2600
3,Bandra East,1250,new construction,Semi Furnished,3,3,3,1,34900
1,Mira Road East,756,new construction,Semi Furnished,1,2,3,1,6700
1,Andheri West,790,recent construction,Unfurnished,1,2,0,1,14500
3,Dadar East,1860,recent construction,Unfurnished,3,3,1,1,92000
1,Mira Road East,660,recent construction,Semi Furnished,1,2,3,1,7000
2,Vikhroli East,1050,recent construction,Unfurnished,2,2,0,1,30500
3,Vile Parle West,1014,recent construction,Semi Furnished,3,3,0,1,30000
2,Naigaon East,850,new construction,Unfurnished,2,1,3,1,5400
2,Kandivali East,860,recent construction,Unfurnished,2,2,0,1,15500
1,Chembur,550,recent construction,Semi Furnished,1,1,0,1,12000
2,Andheri West,920,modern property,Semi Furnished,2,2,0,1,30000
2,Borivali East,815,new construction,Unfurnished,2,2,1,1,25700
2,Bhayandar East,1045,new construction,Fully Furnished,2,2,4,1,8300
1,Virar West,600,recent construction,Semi Furnished,1,1,0,0,3200
1,Borivali West,600,recent construction,Unfurnished,1,2,1,1,10500
1,Kandivali East,700,new construction,Unfurnished,1,2,0,1,8800
3,Kandivali West,1500,recent construction,Semi Furnished,3,3,1,1,20000
1,Mulund East,650,recent construction,Fully Furnished,1,2,0,1,12500
3,Kanjurmarg East,1437,new construction,Semi Furnished,3,2,1,1,35600
1,Malad West,410,recent construction,Unfurnished,1,2,0,1,5300
1,Naigaon East,540,recent construction,Semi Furnished,1,1,3,1,2500
2,Mulund West,950,recent construction,Unfurnished,2,2,0,1,18500
3,Worli,840,recent construction,Fully Furnished,3,3,0,0,35600
3,Malad West,1250,recent construction,Semi Furnished,3,3,1,1,38100
3,Andheri West,1632,modern property,Fully Furnished,3,3,0,1,42500
1,Kandivali West,600,modern property,Semi Furnished,1,2,0,1,13500
1,Nalasopara West,595,recent construction,Unfurnished,1,2,1,1,3000
3,Powai,1550,recent construction,Semi Furnished,3,2,3,1,44200
1,Vasai West,776,new construction,Semi Furnished,1,2,0,1,5800
1,Mira Road East,675,recent construction,Semi Furnished,1,2,2,1,6500
2,Mira Road East,850,recent construction,Fully Furnished,2,2,1,1,10000
3,Powai,1600,recent construction,Semi Furnished,3,3,1,1,28300
2,Virar West,960,recent construction,Semi Furnished,2,1,0,1,5000
2,Chembur,950,recent construction,Unfurnished,2,2,0,1,21000
2,Vikhroli East,750,new construction,Semi Furnished,2,2,0,1,13000
1,Bandra East,600,recent construction,Semi Furnished,1,1,2,1,13000
2,Kandivali East,710,modern property,Semi Furnished,2,2,0,1,14000
2,Kandivali East,820,new construction,Unfurnished,2,2,0,1,18000
2,Powai,1150,new construction,Semi Furnished,2,2,1,1,35000
1,Nalasopara East,700,recent construction,Semi Furnished,1,2,2,1,4000
2,others,700,recent construction,Unfurnished,2,1,0,1,12500
3,Powai,1470,recent construction,Semi Furnished,3,3,0,1,60000
3,Kandivali East,1650,modern property,Semi Furnished,3,3,2,1,35000
1,Borivali West,550,recent construction,Semi Furnished,1,2,0,0,8900
2,Thane West,871,recent construction,Semi Furnished,2,2,1,1,10500
2,Vikhroli East,660,recent construction,Unfurnished,2,2,0,0,9800
1,Mulund East,650,new construction,Semi Furnished,1,2,0,1,13000
1,Kandivali East,700,modern property,Unfurnished,1,1,0,0,9000
3,Andheri West,1418,new construction,Unfurnished,3,2,0,1,62500
2,others,1007,new construction,Semi Furnished,2,2,2,1,21500
2,Virar West,1150,recent construction,Semi Furnished,2,2,0,1,6500
2,Khar West,850,new construction,Unfurnished,2,2,0,1,43000
2,Santacruz East,1000,new construction,Unfurnished,2,2,0,1,26000
1,Nalasopara West,680,recent construction,Semi Furnished,1,1,2,1,3900
4,Powai,2625,recent construction,Semi Furnished,4,4,1,1,70500
2,Chembur,1190,recent construction,Semi Furnished,2,2,0,1,26500
2,Andheri West,600,recent construction,Unfurnished,2,2,0,1,22500
1,Naigaon East,580,recent construction,Unfurnished,1,1,2,1,3300
4,Santacruz West,1393,new construction,Unfurnished,4,4,0,1,69900
3,Andheri East,1500,new construction,Semi Furnished,3,3,0,1,31000
3,Santacruz West,1260,recent construction,Semi Furnished,3,3,0,1,50000
2,Parel,960,recent construction,Semi Furnished,2,2,0,1,37500
2,Bhandup West,1250,recent construction,Semi Furnished,2,2,0,1,19500
3,Goregaon East,1820,recent construction,Semi Furnished,3,2,0,1,67500
2,Jogeshwari West,855,new construction,Unfurnished,2,2,0,1,26500
1,Borivali West,610,mid age property,Semi Furnished,1,2,0,1,11200
1,Chembur,460,recent construction,Unfurnished,1,2,0,0,11500
1,Nalasopara West,595,new construction,Unfurnished,1,1,1,1,2900
3,Santacruz West,1860,recent construction,Fully Furnished,3,1,0,1,95000
2,Nalasopara West,1080,new construction,Semi Furnished,2,1,3,1,6000
3,Worli,1500,new construction,Semi Furnished,3,3,3,1,85000
3,Lower Parel,1300,recent construction,Unfurnished,3,1,0,1,49800
1,Wadala East,575,recent construction,Semi Furnished,1,1,0,0,11500
3,Powai,1740,modern property,Fully Furnished,3,3,1,1,42500
3,Powai,2400,new construction,Unfurnished,3,2,2,1,57500
2,Goregaon East,850,recent construction,Unfurnished,2,2,0,1,20900
2,Kanjurmarg West,1200,recent construction,Semi Furnished,2,2,0,1,20700
2,Bhayandar East,820,recent construction,Unfurnished,2,3,0,1,14000
3,Sion,1836,recent construction,Semi Furnished,3,3,2,1,51000
1,Vikhroli East,500,new construction,Semi Furnished,1,2,0,0,11000
2,Mulund West,750,new construction,Unfurnished,2,2,0,1,17500
1,Borivali West,700,recent construction,Semi Furnished,1,2,2,1,12500
2,Nalasopara West,915,recent construction,Semi Furnished,2,2,3,1,4100
3,Andheri West,1760,modern property,Semi Furnished,3,3,1,1,62500
3,Mira Road East,1395,recent construction,Semi Furnished,3,3,1,1,19000
1,Kandivali East,800,new construction,Semi Furnished,1,2,0,1,11000
2,Mira Road East,750,recent construction,Semi Furnished,2,3,0,1,13000
1,Andheri East,590,recent construction,Semi Furnished,1,2,2,1,17000
3,Mira Road East,1295,recent construction,Semi Furnished,3,3,2,1,13500
2,Wadala East,950,modern property,Semi Furnished,2,2,0,1,19000
3,Chembur,1670,new construction,Semi Furnished,3,3,3,1,69700
2,Borivali West,1001,recent construction,Fully Furnished,2,1,0,1,23500
1,Thane West,654,recent construction,Semi Furnished,1,2,1,1,5800
4,Tardeo,2300,recent construction,Unfurnished,4,4,1,1,165000
1,Cuffe Parade,555,mid age property,Unfurnished,1,2,0,0,21000
1,Malad West,750,recent construction,Fully Furnished,1,2,0,1,10000
1,Mira Road East,756,new construction,Semi Furnished,1,2,3,1,8000
1,Kandivali East,635,new construction,Unfurnished,1,2,0,1,11000
1,Nalasopara West,550,recent construction,Semi Furnished,1,1,1,1,3300
3,Bhandup West,1345,recent construction,Semi Furnished,3,3,3,1,31100
1,Naigaon East,530,new construction,Semi Furnished,1,2,2,1,3300
1,Jogeshwari West,540,new construction,Fully Furnished,1,2,0,1,11500
3,Kandivali West,1400,recent construction,Unfurnished,3,3,0,1,35000
1,Malad East,419,recent construction,Fully Furnished,1,1,0,1,11500
3,Lower Parel,2022,new construction,Semi Furnished,3,3,0,1,76900
3,Kandivali East,1550,modern property,Fully Furnished,3,3,0,1,28000
3,Andheri East,927,recent construction,Semi Furnished,3,3,0,1,27900
1,others,500,mid age property,Semi Furnished,1,2,1,1,3400
1,Mira Road East,650,new construction,Semi Furnished,1,2,2,1,7000
3,Govandi,1250,modern property,Fully Furnished,3,3,0,1,35000
2,Lower Parel,700,recent construction,Fully Furnished,2,1,0,1,32000
3,Wadala East,1100,modern property,Unfurnished,3,3,0,1,30000
1,Naigaon East,392,new construction,Unfurnished,1,2,2,1,3300
2,Goregaon East,740,recent construction,Unfurnished,2,2,0,1,21600
1,Kandivali East,550,modern property,Semi Furnished,1,2,0,0,11500
2,Goregaon East,800,recent construction,Unfurnished,2,2,1,1,13500
2,Lower Parel,1000,recent construction,Unfurnished,2,2,0,1,45000
1,Nalasopara West,700,recent construction,Unfurnished,1,3,0,1,2600
2,Borivali West,1000,new construction,Unfurnished,2,2,0,1,17000
1,Jogeshwari West,635,modern property,Unfurnished,1,2,2,1,8500
2,Malad West,1090,recent construction,Semi Furnished,2,1,1,1,13500
3,Vile Parle West,1861,recent construction,Fully Furnished,3,1,0,1,95000
3,Khar West,1500,new construction,Semi Furnished,3,2,0,1,70000
1,Virar West,650,recent construction,Semi Furnished,1,2,3,1,3200
1,Kurla West,480,new construction,Semi Furnished,1,1,0,0,11000
2,Borivali East,700,modern property,Semi Furnished,2,2,0,1,15000
1,Kandivali East,750,modern property,Semi Furnished,1,1,0,1,13500
1,Dahisar East,650,modern property,Semi Furnished,1,2,0,1,10500
3,Chembur,1000,new construction,Semi Furnished,3,1,0,1,37500
3,Andheri West,1650,modern property,Semi Furnished,3,3,1,0,52600
1,Virar West,650,recent construction,Semi Furnished,1,2,2,1,3200
1,others,500,recent construction,Semi Furnished,1,1,0,1,6500
2,Mahim,850,recent construction,Unfurnished,2,2,0,1,34000
1,Borivali East,650,modern property,Semi Furnished,1,1,0,1,10500
1,Nalasopara West,560,recent construction,Semi Furnished,1,1,2,1,3300
3,Malad West,1061,recent construction,Semi Furnished,3,3,1,1,22600
1,Sion,585,recent construction,Unfurnished,1,1,0,1,17000
3,Dahisar East,1177,recent construction,Semi Furnished,3,3,0,1,25000
1,Dadar West,550,mid age property,Semi Furnished,1,1,0,0,20500
1,Mira Road East,585,recent construction,Unfurnished,1,2,2,0,5300
2,Borivali West,942,recent construction,Semi Furnished,2,2,0,1,23000
1,Mulund West,600,modern property,Semi Furnished,1,1,0,1,9600
2,Powai,1250,recent construction,Unfurnished,2,2,1,1,26000
2,Matunga East,1050,recent construction,Semi Furnished,2,2,2,1,37500
1,Chembur,560,recent construction,Unfurnished,1,1,0,1,13000
2,Andheri East,925,modern property,Semi Furnished,2,2,0,1,25100
3,Chembur,1230,new construction,Fully Furnished,3,4,0,0,25000
2,Dadar West,1200,modern property,Fully Furnished,2,2,0,1,34000
2,Powai,985,new construction,Semi Furnished,2,2,0,1,27000
2,Kandivali East,900,new construction,Semi Furnished,2,2,2,1,11000
3,Prabhadevi,1300,recent construction,Unfurnished,3,3,1,1,45000
1,Vasai East,550,modern property,Unfurnished,1,2,0,1,3100
1,Dahisar West,550,mid age property,Unfurnished,1,1,0,1,9600
2,Powai,810,modern property,Unfurnished,2,2,1,0,15500
1,Dadar West,550,new construction,Semi Furnished,1,2,0,1,14000
3,Kanjurmarg West,955,recent construction,Semi Furnished,3,3,1,1,28600
1,Mulund West,550,new construction,Semi Furnished,1,2,0,1,11500
3,Goregaon West,1150,new construction,Semi Furnished,3,3,1,1,33500
3,Malad West,1180,modern property,Unfurnished,3,3,0,1,31000
1,Wadala,560,new construction,Unfurnished,1,2,0,0,8900
3,Kandivali East,1100,recent construction,Unfurnished,3,2,0,1,28500
3,Matunga East,1750,new construction,Unfurnished,3,3,3,1,55000
2,Mulund East,880,recent construction,Semi Furnished,2,2,0,1,22500
2,Wadala East,955,recent construction,Semi Furnished,2,2,0,1,19200
2,Cuffe Parade,1350,mid age property,Fully Furnished,2,2,0,1,70000
2,Andheri East,850,mid age property,Semi Furnished,2,2,3,1,22000
3,Dahisar West,1066,new construction,Unfurnished,3,3,0,1,23500
2,Mulund East,790,recent construction,Unfurnished,2,3,0,1,17500
3,Borivali East,1245,recent construction,Semi Furnished,3,3,4,1,32000
2,Borivali East,920,modern property,Semi Furnished,2,2,0,1,16000
1,Dahisar East,575,modern property,Semi Furnished,1,2,0,0,8200
2,Mira Road East,980,modern property,Semi Furnished,2,1,0,1,9800
2,Kandivali West,750,recent construction,Unfurnished,2,2,0,0,13400
3,Santacruz East,900,recent construction,Unfurnished,3,3,0,1,27500
1,Kandivali West,594,new construction,Unfurnished,1,2,0,0,8600
2,Chembur,1100,new construction,Semi Furnished,2,2,1,1,25500
2,Chembur,730,new construction,Unfurnished,2,2,0,1,19500
3,Mira Road East,1000,recent construction,Unfurnished,3,3,4,1,11000
2,Kandivali East,985,modern property,Unfurnished,2,2,0,1,25000
1,Sion,610,new construction,Fully Furnished,1,1,2,1,16000
3,Wadala,2000,recent construction,Semi Furnished,3,1,0,1,120000
3,Govandi,1740,new construction,Semi Furnished,3,3,2,1,56000
4,Goregaon West,2050,recent construction,Semi Furnished,4,2,0,1,45000
2,Kandivali West,800,modern property,Semi Furnished,2,2,0,1,17500
1,Malad West,652,new construction,Semi Furnished,1,2,2,1,11000
3,Mulund West,1049,recent construction,Semi Furnished,3,3,0,1,30000
1,Naigaon East,500,recent construction,Unfurnished,1,2,2,1,3200
2,Andheri West,1000,recent construction,Semi Furnished,2,2,1,1,42500
4,Santacruz West,1800,recent construction,Semi Furnished,4,4,0,1,69000
2,Byculla,950,recent construction,Unfurnished,2,2,1,1,25000
2,Kanjurmarg West,1150,recent construction,Semi Furnished,2,2,0,1,17500
4,Andheri West,2450,modern property,Fully Furnished,4,5,0,1,87500
2,Ghatkopar East,636,recent construction,Semi Furnished,2,2,0,1,17000
3,Kandivali East,1750,modern property,Semi Furnished,3,3,0,1,36000
2,Chembur,650,recent construction,Fully Furnished,2,1,0,1,20000
2,Virar West,750,new construction,Unfurnished,2,2,3,0,4600
1,Chembur,706,new construction,Semi Furnished,1,2,2,1,11700
1,Mahim,550,recent construction,Unfurnished,1,1,0,1,21000
3,Mira Road East,1300,new construction,Unfurnished,3,2,3,1,13500
2,Powai,850,recent construction,Semi Furnished,2,2,1,1,22700
1,Mira Road East,693,recent construction,Unfurnished,1,2,2,0,6500
1,Kurla West,698,new construction,Unfurnished,1,1,3,1,8900
2,Virar West,1075,recent construction,Unfurnished,2,1,1,1,3900
2,Virar West,1100,new construction,Fully Furnished,2,1,0,1,5500
1,Kanjurmarg East,475,recent construction,Semi Furnished,1,2,0,1,7600
2,Mulund West,663,recent construction,Semi Furnished,2,2,0,1,19500
1,Ghatkopar East,600,modern property,Unfurnished,1,1,0,0,8300
1,Thane West,670,recent construction,Semi Furnished,1,1,2,1,6000
2,Parel,620,recent construction,Semi Furnished,2,2,0,1,28000
2,Bandra West,908,modern property,Semi Furnished,2,2,0,1,37500
3,Borivali East,1555,new construction,Unfurnished,3,3,0,1,48500
2,Chembur,1100,new construction,Semi Furnished,2,2,0,1,18500
1,Malad East,700,new construction,Semi Furnished,1,2,0,1,10000
1,Kandivali East,570,modern property,Semi Furnished,1,2,0,1,8700
2,Malad East,950,new construction,Unfurnished,2,2,0,1,27200
2,Virar West,950,recent construction,Semi Furnished,2,2,4,1,4500
1,Powai,630,new construction,Unfurnished,1,2,0,1,16500
4,Santacruz West,3000,recent construction,Semi Furnished,4,4,0,1,110000
3,Mulund West,1200,recent construction,Semi Furnished,3,2,0,1,26500
3,Malad East,1510,recent construction,Semi Furnished,3,3,0,1,27700
1,Borivali West,450,new construction,Unfurnished,1,2,0,0,11200
1,Bhandup West,600,recent construction,Semi Furnished,1,2,0,1,9500
1,Mulund West,550,modern property,Semi Furnished,1,1,0,1,8500
2,Parel,1000,recent construction,Fully Furnished,2,2,0,1,38000
2,Mira Road East,480,recent construction,Unfurnished,2,2,1,1,9700
3,Bhandup West,1025,recent construction,Semi Furnished,3,2,1,1,18800
